发布日期,招标状态,网站链接,省份,城市,附加,关键词,标题,招标公告
2025-05-06,招标,https://www.zbytb.com/s-zb-57309291.html,陕西,咸阳市,资质: 工程设计综合资质甲级,"配套设施建设,配套设施,阳高,设计",咸阳高新区星光大道道路及配套设施建设项目设计招标公告,"1.招标条件本招标项目咸阳高新区星光大道道路及配套设施建设项目设计已由咸阳高新区行政审批服务局以2503-610461-04-01-997580批准建设，招标人（项目业主）为咸阳畅行未来道路工程有限公司，建设资金来自自筹和财政，项目出资比例为国有资金30.00%、自筹资金70.00%。 项目已具备招标条件，现对该项目进行公开招标，特邀有意愿的投标人参加投标。2.项目概况与招标范围：2.1 建设地点：新建下穿道路：北起连霍高速北辅道，南至连霍高速南辅道；新建临时导改道路：西起纺织四路以西，东至渭河桥头； ；2.2 工程规模：本次招标内容为新建下穿道路长约160米，北起连霍高速北辅道，南至连霍高速南辅道，星光大道采用整体下穿，宽度58米，含道路、排水、照明、管廊及交通等工程；因施工需截断连霍高速，根据连霍高速公路封闭施工需要，依据《高速公路改扩建交通组织设计规范》（JTG/T 3392—2022）相关规定，拟采取交通导改方案进行道路分流，新建临时导改道路，西起纺织四路以西，东至渭河桥头，总长度约1.7公里，宽20.25米 ；2.3 项目投资总额：2609000元，（其中本次招标工程估算2609000元）；2.4 计划工期：60 日历天 ；2.5 标段划分：标段1: 标段名称: 咸阳高新区星光大道道路及配套设施建设项目设计;标段编号: E6104003516d1vpg60ph001;标段类型: 设计; ；2.6 招标范围：标段1:咸阳高新区星光大道道路及配套设施建设项目初步设计（含概算编制）、施工图设计及后续相关服务等所有内容 ；2.7 其他：/ 。3.投标人资格要求3.1标段名称：咸阳高新区星光大道道路及配套设施建设项目设计：本次资格要求申请人具备 【市政行业(道路工程)专业设计甲级】及以上与【市政行业(排水工程)专业设计乙级】及以上与【市政行业(桥梁工程)专业设计乙级】及以上,或【市政行业工程设计乙级】及以上与【市政行业(道路工程)专业设计甲级】及以上,或【工程设计综合资质甲级】及以上,或【市政行业工程设计甲级】及以上 资质 ，并在人员、设备、资金等方面具备相应的设计能力。其中，投标人拟派项目负责人具备【高级技术职称证】及以上执业资格投标人需具备合法有效的营业执照，并在人员方面具有相应的设计能力，近五年内具有类似业绩；拟派项目负责人具备市政工程相关专业高级及以上职称，近五年内具有类似业绩3.2 标段名称：咸阳高新区星光大道道路及配套设施建设项目设计： 本次招标不接受联合体投标；3.3 各投标人均可就本招标项目上述标段中的 1个标段投标，但最多允许中标1个标段 （适用于分标段的招标项目）。3.4 投标人、拟派项目负责人须在“陕西省住房和城乡建设厅”或“全国建筑市场监管公共服务平台”官网录入信息；类似项目业绩以项目所在地“省级建设网”的查询截图或“全国建筑市场监管公共服务平台”的查询截图或“中标通知书及项目设计合同”为准；投标人未被列为经营异常名录（列入异常后移出除外）、失信被执行人、重大税收违法失信主体，以“信用中国 ”网站（http://www.creditchina.gov.cn/）下载的信用信息报告为准；未在“国家企业信用信息公示系统”（ www.gsxt.gov.cn）中列入严重违法失信企业名单。4.资格审查方法本次招标采用资格后审的方法对投标人资格进行审查，资格评审的条件、标准、方法详见招标文件。5.招标文件的获取5.1请于2025-05-06 08:00 起至2025-05-12 18:00……下载招标文件。6.投标文件的递交6.1 投标文件递交的截止时间2025年05月28日09时30分。"
2025-05-06,招标,https://www.zbytb.com/s-zb-57309152.html,陕西,咸阳市,资质: 房屋建筑工程监理乙级,"智慧停车,高铁,监理,停车库,车库",乾县人民医院高铁医院地下智慧停车库项目监理招标公告,"乾县人民医院高铁医院地下智慧停车库项目监理资格预审公告1.招标项目情况项目名称：乾县人民医院高铁医院地下智慧停车库项目监理招 标 人：乾县卫生健康局工程地点：乾县人民医院高铁新区分院内项目总投资：90.39万元招标内容：乾县人民医院高铁医院地下智慧停车库项目监理，项目新建智慧停车场总建筑面积15500㎡。分为南北两区建设，南区在医院南入口广场下，建筑面积10000㎡，北区在门诊综合楼及住院综合楼之间，建筑面积5500㎡，其中包括设备辅助用房1000㎡。规划停车位400个，充电桩120个。停车场配套智能充电系统、智能照明系统、视频监控系统、车位引导系统、车辆道闸管理等智慧系统等，本项目施工图纸范围内及工程量清单全部内容的监理工作。2.申请人资格要求2.1申请人需具备合法有效的营业执照，具备工程监理综合类资质或房屋建筑工程监理乙级及以上资质，并在人员、设备、资金等方面具备相应的监理能力,企业近5年具有类似项目业绩；2.2拟派项目总监理工程师具备房屋建筑工程专业国家注册监理工程师执业资格，且未担任其他在建工程项目的总监理工程师，且近5年有类似项目业绩。2.3（1）申请人、拟派项目总监理工程师需在“陕西省住房和城乡建设厅”录入信息（外省企业须提供“陕西省住房和城乡建设厅”入陕备案相关截图及“全国建筑市场监管公共服务平台”查询截图）；（2）类似项目业绩以项目所在地“省级建设网”或“全国建筑市场监管公共服务平台”信息截图或“中标通知书”或“合同复印件”为准；（3）申请人未被列为经营（活动）异常名录、严重失信 主体、重大税收违法失信主体，以“信用中国”网站（http://www.creditchina.gov. cn/） 查询截图为准。2.4本次资格预审不接受联合体资格预审申请。2.5资格审查方式：有限数量制，限7家，申请人数量小于等于7家时，变更为资格后审。3、资格预审文件的获取：请于2025年5月6日08时00分至2025年5月12日18时00分……下载资格预审文件。4.资格预审申请文件的递交4.1 资格预审申请文件递交的截止时间：2025年5月23 日9时30分。"
2025-05-06,招标,https://www.zbytb.com/s-zb-57316486.html,陕西,咸阳市,陕西 » 咸阳市,"药剂,桑德,碳源",兴平桑德水务有限公第二季度碳源药剂采购项目询价公告,一、报名时间2025年5月7日8:00——2025年5月9日17:00二、参选单位资格要求（一）须在中华人民共和国境内注册，具备独立承担民事责任的能力（若为分公司，需提供总公司相应授权说明）；（二）须具有良好的商业信誉，近一年内（2024年1月1日至今）或成立至今（成立不足一年的单位）在日常经营活动中未出现重大违法经营行为，未处于有关行政处罚期间，未被列入工商系统经营异常名录或严重违法失信企业名单，未被列入人民法院公布的失信被执行人名单；（三）财务状况要求：近一年内（2024年1月1日至今）或成立至今（成立不足一年的单位）财务状况无亏损或净资产大于0；（四）业绩基本要求：近两年内（2023年1月1日至今）或成立至今（成立不足两年的单位）至少具备一项正在实施或已完成的类似业绩【类似业绩指：采购碳源药剂供货】（五）针对本项目的特殊资格要求：需有供货品牌授权；（六）单位负责人为同一人或者存在直接控股、管理关系的不同供应商，不得参加同一合同项下的采购活动；（七）不接受联合体参选。三、响应性文件获取方式(请登录)四、响应文件递交截止时间及询价开始时间均为2025年5月12日15时00分（北京时间）；
2025-05-06,招标,https://www.zbytb.com/s-zb-57329869.html,陕西,咸阳市,资质: 食品经营许可证,"养老院,膳食",天津市养老院天津市养老院膳食服务项目招标公告,一、项目基本情况                        项目编号：HCLHZB-GK-********                        项目名称###市养老院膳食服务项目                        预算金额：********万元                        最高限价：********万元                        采购需求：                                                                                                                                                                                                                                                                                                                                            包号                                是否设置最高限价                                预算（万元）                                最高限价（万元）                                采购目录                                采购需求                                                                                                                                                                                第1包                                                                                                                                                                                                是                                                                                                                                                                ********                                                                                                ********                                                                餐饮服务                                按###市临床营养质控中心要求的标准，为住养老人和职工制作普通饮食、回民餐、半流食、流食、匀浆膳及老人个性化订餐服务等。                                                                                                                                 合同履行期限：自签订合同之日起一年（特殊情况以合同为准）                         本项目不接受联合体参与        ，本项目不接受进口产品                         二、申请人的资格要求：                        1.满足《中华人民共和国政府采购法》第二十二条规定；                        2.落实政府采购政策需满足的资格要求：1、根据财政部发布的《政府采购促进中小企业发展管理办法》（财库〔2020〕46号）规定，本项目为专门面向小型、微型企业的项目，投标人必须为小型、微型企业。2、根据财政部发布的《关于政府采购支持监狱企业发展有关问题的通知》（财库【2014】68号）规定，监狱企业视同小型、微型企业。3、根据财政部、民政部、中国残疾人联合会发布的《关于促进残疾人就业政府采购政策的通知》（财库【2017】141号）规定，残疾人福利性单位视同小型、微型企业。注：中小微企业以投标人填写的《中小企业声明函》为判定标准，残疾人福利性单位以投标人填写的《残疾人福利性单位声明函》为判定标准，监狱企业须投标人提供由省级以****局****局（含新疆生产建设兵团）出具的属于监狱企业的证明文件，否则不予认定。以上政策不重复享受。4、按照《财政部关于在政府采购活动中查询及使用信用记录有关问题的通知》（财库〔2016〕125号）的要求，根据投标文件开启时间后一个小时之内“****网站、[webname###****网（********）的信息，对列入失信被执行人、重大税收违法案件当事人名单、政府采购严重违法失信行为记录名单及其他不符合《中华人民共和国政府采购法》第二十二条规定条件的投标人，拒绝参与政府采购活动，同时对信用信息查询记录和证据进行打印存档。5、涉及商品包装或快递包装的，按照《财政部办公厅、生态环境部办公厅****局办公室关于印发、的通知》（财办库〔2020〕123号）要求执行。  本项目专门面向小型、微型企业采购；                        3.本项目的特定资格要求：1、营业执照副本或事业单位法人证书或民办非企业单位登记证书或社会团体法人登记证书或基金会法人登记证书（投标人具有独立承担民事责任的能力）自然人的身****公司参与投标的，应提供具有法****公司的营业执照复印件及授权书，授权****公司公章；2、投标人具有良好的商业信誉和健全的财务会计制度，提供2023年度或2024年度经第三方会计师事务所审计的企业财务报告或开标前六个月内开具的银行资信证明；3、投标人具有依法缴纳税收和社会保障资金的良好记录，提供2024年04月至开标截止时间前任意1个月的相关证明材料；依法不用缴纳税收和社会保障资金的应提供税务机关出具的依法免税的证明文件或社会保险基金管理部门出具的不需要缴纳社会保障资金的证明文件，提供复印件加盖公章；4、投标人参加政府采购活动前三年内，在经营活动中没有重大违法记录，并出具承诺函。（截至投标当日成立不足3年的投标人可提供自成立以来无重大违法记录的书面声明）；5、投标人须由法定代表人或其委托**法人开标，须提供法定代表人身份证明书和法定代表人身份证复印件；投标人若为被授权人开标，须提供法定代表人资格证明书、法人代表授权书和被授权人身份证复印件；    6、投标人须具备有效期内的《食品经营许可证》，提供复印件并加盖公章；7、本项目专门面向小微企业采购。（投标人须为小型或微型企业并按照招标文件中明确的行业提供《中小企业声明函》或投标人为残疾人福利性单位须提供《残疾人福利性单位声明函》或投标人为监狱企业须提供省级以****局****局（含新疆生产建设兵团）出具的属于监狱企业的证明文件。）；8、本项目不接受联合体投标，须提供承诺函。
2025-05-06,招标,https://www.zbytb.com/s-zb-57326093.html,陕西,咸阳市,陕西 » 咸阳市,"机械设备租赁,机械设备租,机械设备,设备租赁,机械",中国二冶集团有限公司机械设备租赁中心机械设备租赁招标公告,一、招标编号：EY(请登录)二、项目概况与招标范围：1.项目概况：S560K25塔式起重机运输主要内容：二台S560K25塔式起重机(每台包括21-23节标准节、70米主臂、8道附墙件、预埋支腿、配重、主机、工具箱、驾驶室、钢丝绳、电缆等)从陕西省咸阳市泾阳县崇文镇泾河·创智中心二期EPC工程项目运到西安市未央区石化大道雷寨村，运距53KM。2.服务地点：(请登录)3.招标范围：S560K25塔式起重机运输，明细详见本招标文件。三、投标人资格要求：1、投标人具有经工商登记的独立法人资格；具有实施本招标项目相适应的实力和承担相应风险的能力；具有道路运输许可条件；具有工程项目特殊需求的应急能力；具有从事类似招标项目经验的管理与技术人员；具有承担本招标项目所需的施工设备和安全生产条件。2.投标人应未被列入失信被执行人名单，没有处于责令停业、投标资格被取消、财产被接管、冻结、破产或涉及重大法律纠纷等状态，且近三年（2022年 1月1日至投标截止日）无重大违法记录（包括且不仅限于骗取中标或中标后不履行合同义务等）。3.投标人未被列入中国五矿集团有限公司供应链管理平台供应商“黑名单”。4.法定代表人为同一个人的两个及两个以上法人，母公司及其全资子公司、控股公司，不得同时参加同一标段投标。5.本项目不接受联合体投标。四、招标文件获取时间：      2025年5月7日10:00:00至2025年5月15日10:00:00（北京时间）。
2025-05-06,招标,https://www.zbytb.com/s-zb-57311050.html,陕西,咸阳市,资质: 市政公用工程施工总承包三级,"文化体育,体育中心,乾县",乾县文化体育中心建设项目出入口配套工程招标公告,一、招标条件 ###县文化体育中心建设项目出入口配套工程已由项目审批/核准/备案机关批准，项目资金###县级财政资金约********万元，招标###县****局。本项目已具备招标条件，现招标方式为公开招标。 二、项目概况和招标范围 规模：本项目###县文化体育中心，该项目主要实施内容###县文化体育中心建设项目出入口配套工程，总占地面积********㎡其中人行道占地180㎡，西侧出入口********㎡，东侧出入口********㎡，北侧出入口********㎡，西南角坟地********㎡。具体实施内容详见施工图纸及工程量清单。 范围：本招标项目划分为1个标段，本次招标为其中的： (00###县文化体育中心建设项目出入口配套工程：
2025-05-06,招标,https://www.zbytb.com/s-zb-57326183.html,陕西,咸阳市,陕西 » 咸阳市,"招标代理,中冶",中冶建工西北分公司崇文佳苑十一期安置房项目EPC工程总承包北区标段项目招标代理服务询价,中冶建工集团有限公司采购询价公告现就中冶建工西北分公司崇文佳苑十一期安置房项目EPC工程总承包北区标段项目招标代理服务询价向各单位进行询价采购，具体事项通知如下：一、询价书编码：202……二、采购内容概述：本次询价内容为崇文佳苑十一期安置房项目EPC工程总承包北区标段项目招标代理服务，具体详见询价清单。三、报价方式：请报价单位(请登录)进行在线报名或报价。请各单位务必按询价文件要求进行报价。四、具体安排如下：报价截止时间：2025年5月9日17：00（暂定截止时间，具体时间以平台时间为准），报名条件、质疑答疑时间等其余内容详见询价文件。采购单位：中冶建工集团有限公司2025年5月6日序号物资描述计量单位采购数量税率交货日期报价需求1招标代理服务项1.00.062025-05-20技术标准:计量方式:付款方式:送货地点:工程部位:收料人姓名:联系方式:
2025-05-05,招标,https://www.zbytb.com/s-zb-57309038.html,陕西,咸阳市,陕西 » 咸阳市,"因素,煤矿",小庄煤矿隐蔽致灾因素普查项目招标公告,"陕西彬长矿业集团有限公司小庄煤矿隐蔽致灾因素普查项目已具备采购条件，现公开邀请供应商参加谈判采购活动。1、采购项目简介1.1采购项目名称：小庄煤矿隐蔽致灾因素普查项目1.2采购人：陕西彬长矿业集团有限公司1.3采购编号：0866-25(请登录)1.4采购机构：(请登录)1.5采购项目资金落实情况：企业自筹，出资率100%。1.6采购项目概况：小庄煤矿为C类矿井，必须每两年对煤矿隐蔽致灾因素普查报告进行修编。按照“全面普查，周期实施，分区施策，常态补充”的原则，采用资料收集、实地调查、测量、物探（包括三维地震、瞬变电磁、直流电法、槽波等）、钻探、化探、岩样测试、水文动态观测、热红外成像、地音、微震、钻孔窥视、监测监控和数值分析等方法对未来5年采掘接续计划区域进行普查。。1.7成交供应商数量及成交份额：一家，成交份额：100%。2、主要工作内容及相关要求2.1收集矿山以往勘查、开采历史、生产现状,以及生产区、规划区的相关报告、图纸、台账等资料,掌握矿山的基本情况、生产建设现状、以往灾害(事故)情况、地质概况以及以往隐蔽致灾因素普查成果等内容，编制《小庄煤矿隐蔽致灾因素普查方案》。2.2根据《小庄煤矿隐蔽致灾因素普查方案》进行隐蔽致灾因素调查和资料收集，并指导矿井采用物探、化探和钻探等方法查清矿井5年采掘接续计划区域内采空区、封闭不良钻孔、地质构造、水源与通道、瓦斯、冲击地压、油型气等致灾因素，编制《小庄煤矿隐蔽致灾因素普查报告》。2.3根据《小庄煤矿隐蔽致灾因素普查报告》普查出来的致灾因素，结合采掘接续计划，制定隐蔽治灾因素治理工程清单，编制《小庄煤矿隐蔽致灾因素治理方案》。具体详见第五章采购需求。2.2服务期限：240日历天。2.3服务地点：陕西省咸阳市小庄煤矿。2.4质量要求或服务标准：符合国家、省市及行业相关规范要求。3、供应商资格要求3.1资质要求：3.1.1供应商应是中华人民共和国境内注册的独立的企业法人或事业单位，提供有效的营业执照或事业单位法人证书。3.2 人员要求供应商所派项目负责人须具有高级及以上职称。3.3业绩要求：供应商须提供近三年（自2022年1月1日至谈判截止日期）至少1份类似项目业绩（业绩以合同文件为准，合同内容要体现：合同首页、主要工作范围页、合同签订时间页及双方盖章签字页）。3.4信誉要求：3.4.1未被“信用中国”网站列入严重失信主体名单，提供网页截图（以网站实时查询结果为准）。3.4.2供应商不得列入陕煤集团“供应（合作）商黑名单”且在公布期内，由供应商提供承诺书。3.5供应商不得存在下列情形之一：3.5.1处于被责令停产停业、暂扣或者吊销执照、暂扣或者吊销许可证、吊销资质证书状态；3.5.2进入清算程序，或被宣告破产，或其他丧失履约能力的情形；3.5.3在最近三年内发生重大产品质量问题。3.6其他要求：单位负责人为同一人或者存在控股、管理关系的不同单位，不得同时参加本项目的谈判。3.7本次采购不接受联合体。4、采购文件的获取获取时间：2025年5月6日上午8时至2025年5月12日下午18时。"
2025-05-04,招标,https://www.zbytb.com/s-zb-57306265.html,陕西,咸阳市,陕西 » 咸阳市,"地面瞬变电磁勘探,瞬变电磁,电磁勘探,勘探工程,工作面",孟村矿401103工作面采空区地面瞬变电磁勘探工程招标公告,勘探工程已具备采购条件，现公开邀请供应商参加谈判采购活动。1、采购项目简介********采购项目名称：孟村矿********工作面采空区地面瞬变电磁勘探工程********采购人：陕西彬长矿****公司********采购编号：0866-25C3SXQY********.4采购机构：陕西秦源招****公司********采购项目资金落实情况：企业自筹，出资率100%。********采购项目概况..
2025-05-04,招标,https://www.zbytb.com/s-zb-57306084.html,陕西,咸阳市,陕西 » 咸阳市,"系统建设,保障系统,质保,统建",孟村矿透明地质保障系统建设项目招标公告,一、招标条件本招标项目陕西彬长矿业集团有限公司孟村矿透明地质保障系统建设项目建设资金为企业自筹，招标人为陕西彬长矿业集团有限公司，项目已具备招标条件。(请登录)受陕西彬长矿业集团有限公司的委托，现对该项目进行国内公开招标。二、项目概况与招标范围2.1项目名称：孟村矿透明地质保障系统建设项目2.2招标编号：0866-25C92.3项目概况：根据《陕西省煤矿透明地质保障建设技术规范（试行）》（矿安陕〔2024〕48号）要求，构建多元集成智能化系统，提升智能化技术装备水平，进一步细化掘前有探测、掘中有写实、采前有模型、采中有监测、动态能分析、实时能研究的地质透明化模型，结合矿井安全生产和灾害治理需求，建设矿井透明地质保障系统，构建矿井地质保障数据库，实现矿井地质信息的统一高效管理、实现数据共享互联互通；构建矿井至工作面真三维地质模型，融入现有井上下钻探和物探、定向长距离钻孔、“2-111”瓦斯高效抽采钻孔、底板集中泄水巷等数据，实现矿井范围内煤层赋存情况和地质构造赋存情况的透明化和三维可视化表达；搭建地质保障系统，建设隐蔽致灾地质因素应用场景，实现矿井主要图件的辅助生成及地质三书的智能辅助编制，为矿井安全生产提供地质基础和数据支撑。2.4服务范围：建设孟村矿透明地质保障系统，构建矿井级地质保障数据库，实现地质数据资源的高效利用及数据共享；建设矿井高精度多属性三维地质模型，融合矿井工程数据模型，展示矿井地质构造发育展布形态，实现矿井隐蔽致灾地质因素等的可视化精准表达；依托三维可视化技术搭建矿井地质保障系统，实现隐蔽致灾地质因素三维可视化等功能。详见招标文件第五章发包人要求。2.5服务期限：1年。三、投标人资格要求3.1资质要求：3.1.1投标人须具有中华人民共和国独立法人资格，具有有效的营业执照或事业单位法人证书等有效证明材料。3.1.2投标人具有并提供有效的自然资源部门颁发的地质灾害防治勘查(甲级)、地质灾害防治设计(甲级)、地质灾害防治危险性评估(甲级)资质证书；或者具有并提供有效的自然资源部门颁发的地质灾害评估和治理工程勘查设计(甲级)资质证书。3.2财务要求：投标人应提供2023年度的财务审计报告复印件（至少包含：审计报告签字盖章页、资产负债表、利润表、现金流量表），投标人成立不足一年的，需提供有效的基本账户银行出具的资信证明及银行开户许可证。3.3 人员要求：项目负责人须具有地质相关专业高级及以上专业技术职称。3.4业绩要求：投标人近三年（2022年1月1日至投标截止时间）至少具有一项已完成地质保障系统或数字化矿山项目或三维地质建模的合同业绩（提供合同复印件，合同中不能体现签订日期的，提供其他证明材料，所提供材料中未体现签订日期的，视为无效业绩）。3.5信誉要求:(1)投标人及其法定代表人未被“信用中国”网站列入严重失信主体名单，投标人须提供有效证明资料（需提供信用中国查询截图）。(2)不得列入陕煤集团“供应（合作）商黑名单”且在公布期内”的规定且在最近三年内未发生重大设计质量问题（需提供加盖单位公章的承诺书）。3.6 其他要求：(1)法定代表人为同一人的两个及两个以上法人、母子公司、全资子公司及其控股公司不得在本项目同时投标(需提供加盖单位公章的承诺书)；(2)本项目不接受联合体投标。四、招标文件的获取4.1 获取时间：2025年5月6日上午8:00时至2025年5月13日下午18:00时（北京时间，下同）。
2025-05-01,招标,https://www.zbytb.com/s-zb-57306518.html,陕西,咸阳市,陕西 » 咸阳市,"空调,内环,环流,空调设备",郑州华粮科技股份有限公司咸阳某项目采购内环流和空调设备竞价采购公告,1.项目名称：咸阳某项目采购内环流和空调设备2.项目编号：ESJJ3.采购人郑州华粮科技股份有限公司5.9其他具体要求可见浪潮电子采购平台公告及采购文件。4.标的序号标的编号标的名称备注1A02052002000020内环流和空调设备具体信息，详见采购文件5.报价人资格要求（1）注册成功，并作为合格供应商；（2）响应人应在中华人民共和国境内注册并具有独立的法人资格（注：如需其他组织或自然人参与还需要求出具事业单位法人证书等国家规定的相关证明，自然人参与的提供其身份证明）；（3）最近三年内没有骗取成交和严重违约等重大违法记录（格式见sheet7-无违法违规记录承诺函）并提供通过“信用中国”网站查询的信用报告（网站下载信用报告加盖响应人公章，查询时间为公告发布之日起至响应文件递交截止时间）；（4）是否接受联合体响应：✔不接受；（5）未尽事宜，遵照法律法规及其他相关规定执行。说明：单位负责人为同一人或者存在控股、管理关系的不同单位，不得参加同一标段或者未划分标段的同一采购项目；采购人有权随时要求响应人提供上述复印件的原件进行核验，响应人的任何缺项和延迟都将导致被取消响应资格，若采购人经核实发现成交供应商有提供虚假资料等骗取成交行为也将导致被取消响应资格。6.竞价文件的获取凡有意参加报价者，请于2025-04-25 11:00:00至2025-04-30 11:00:00（北京时间，下同)……下载电子文件。
2025-04-30,招标,https://www.zbytb.com/s-zb-57298560.html,陕西,咸阳市,陕西 » 咸阳市,"水文地质补充勘探,水文地质补,水文地质,补充勘探,西北部",胡家河405盘区西北部地质及水文地质补充勘探项目招标公告,一、招标条件本招标项目陕西彬长矿****公司胡家河405盘区西北部地质及水文地质补充勘探项目建设资金为企业自筹，招标人为陕西彬长矿****公司，项目已具备招标条件。陕西秦源招****公司受陕西彬长矿****公司的委托**二、项目概况与招标范围********项目名称：胡家河405盘区西北部地质及水文地质补充勘探项目********招标编号：0866-25C3SXQY********.3项目概况：405盘区西北部井田由于钻孔稀少，构造形态控制程度不够，难以控制煤层底板等高线及煤层零点边界，煤层厚度、结构，赋存状况控制不足，资源储量级别低，水文地质条件认识不足，煤层瓦斯赋存等开采技术条件状况不清，不能满足矿井盘区接续设计及未来生产的需要，为进一步查明405盘区西北部构造形态、水文地质条件、煤层赋存状态、煤质瓦斯状况、储量分布、开采技术条件、煤层零点边界等规律，确保盘区工作面合理布置，安全顺利开采，特制定《405盘区西北部地质及水文地质补充勘探技术参数要求》。********服务范围：胡家河矿405盘区西北部实施补充地质及水文地质勘探钻孔12个（探煤孔10个、水文兼长观孔2个），预计进尺8850m。详见招标文件第五章发包人要求。********服务期限：合同签订之日起6个月内。
2025-04-30,招标,https://www.zbytb.com/s-zb-57290566.html,陕西,咸阳市,陕西 » 咸阳市,"惰性氧化铝瓷球,惰性氧化铝,氧化铝瓷球,陕西延长,氧化铝",陕西延长石油(集团)有限责任公司惰性氧化铝瓷球代储框架协议联合采购项目变更公告,陕西延长石油（集团）有限责任公司惰性氧化铝瓷球代储框架协议联合采购项目变更公告（招标编号：DYZB2025-4-p00）项目所在地区：陕西省一、招标条件本陕西延长石油（集团）有限责任公司惰性氧化铝瓷球代储框架协议联合采购项目已由项目审批/核准/备案机关批准，项目资金来自企业自筹，出资比例100%，招标人为陕西兴化集团有限责任公司。本项目已具备招标条件，现招标方式为公开招标。二、项目概况和招标范围规模：本采购项目为陕西延长石油（集团）有限责任公司惰性氧化铝瓷球代储框架协议联合采购项目，年使用量约为2214.36吨，使用单位为兴化公司、炼化公司、延能化公司、榆能化公司、榆煤化公司；本次联合采购为两年框架协议，具体采购量详见采购清单。范围：共划分为一个标段，本次招标为其中的：(001）陕西延长石油（集团）有限责任公司惰性氧化铝瓷球代储框架协议联合采购项目三、投标人资格要求(001)陕西延长石油（集团）有限责任公司惰性氧化铝瓷球代储框架协议联合采购项目的投标人资格能力要求：1.投标人为具备承担招标项目能力的依法注册成立的境内法人或其他组织，提供有效的营业执照或事业单位法人证书；分支机构投标的，还应提供总公司有效的营业执照，以及总公司授予其针对本项目的投标授权书。2.提供有效的基本账户银行开户许可证或基本账户证明材料。3.具备一般纳税人资格，提供如税务机关出具的一般纳税人资格证明，或近期开具的增值税专用发票，或税务机关官方网站一般纳税人查询记录截图等有效证明材料。4.投标人必须为生产厂家，或其在中国境内设立的销售公司，或生产厂家母公司在中国境内设立的销售公司。其中销售公司投标的，提供其母公司出具的其与生产厂家之间的关联关系证明材料。5.投标人所投产品应为生产厂家或其在中国境内设立的销售公司，或生产厂家母公司在中国境内设立的销售公司在中国境内有销售业绩。提供2023年1月1日至今（以合同签订时间为准）单个合同超过200吨的销售业绩，并提供对应不少于200吨的发票复印件，若对应多张发票的提供多张累计不低于200吨的发票复印件（合同计量单位为立方米的视为有效，同时转化为吨来计算，转化率按所对应物资技术规格书中堆密度（或比重）的下限来计算），（发票开票日期须在招标公告发布之日30日前）。6.投标人须提供2024年1月1日至今（以合同签订时间为准）不少于300吨的煅烧ɑ氧化铝原材料采购合同，并提供对应不少于300吨的发票复印件，若对应多张发票的提供多张累计不低于300吨的发票复印件（发票开票日期须在招标公告发布之日30日前）。7.投标人只需提供符合所投产品物料描述中氧化铝含量一致的任一规格的出厂检测报告，如生产厂家不具备出具出厂检测报告的需要提供第三方检验机构出具的相关检验证明材料（需符合中华人民共和国化工行业标准HG/T3683.1-2014）。8.不得列入国家企业信用信息公示系统严重违法失信企业名单（黑名单）、不得列入信用中国严重失信主体名单、不得列入中国执行信息公开网失信被执行人名单（被执行人包括投标人、法定代表人）。（提供以上三个网站四项内容查询结果截图）。9.本项目不接受代理商及联合体投标。四、招标文件的获取1、获取时间：从2025年04月30日到2025年05月12日2、
2025-04-30,招标,https://www.zbytb.com/s-zb-57283210.html,陕西,咸阳市,陕西 » 咸阳市,"陕西延长石油兴化化工,铁路专用线,专用线运维,陕西延长,长石",陕西延长石油兴化化工有限公司铁路专用线运维管理招标公告,一、中标候选人基本情况排序投标人名称投标总报价（元）服务期限服务质量标准第1名陕西润诚铭建****公司********.00自合同签订之日起至2026年1月 31日内完成符合国家、行业相关规定和标准以及招标文件要求第2名陕###****公司********.00自合同签订之日起至2026年1月 31日内完成符合国家、行业相关规定和标准以及招标文件要求第3名陕###****公司********.00自合同签订之日起至2026年1月 31日内完成符合国家、行业相关规定和标准以及招标文件要求二、中标候选人响应招标文件要求的资格能力条件以上中标候选人的投标文件资格能力条件、质量均响应招标文件要求。
